Nombre_1,Apellido_1,CUI_1,AbreviacionInstitucion_1,TipoCuenta_1,Nombre_2,Apellido_2,CUI_2,AbreviacionInstitucion_2,TipoCuenta_2,MontoTransferencia,FechaTransferencia,tipo_operacion
Alfie,Castellaccio,2344960856,BAM,Monetaria en Q,Hali,Peebles,1909436437,Promerica,Ahorro,8521,2020-01-18 06:57:18,debito
Alfie,Castellaccio,2344960856,G&T,Monetaria en $,Deni,Tarn,6467582497,BANRURAL,Monetaria en $,3745,2020-10-17 05:01:12,debito
Alfie,Castellaccio,2344960856,BANRURAL,Monetaria en Q,Deni,Tarn,6467582497,BANRURAL,Monetaria en $,653,2021-03-05 21:38:22,debito
Alfie,Castellaccio,2344960856,BANRURAL,Monetaria en Q,Cherry,Youtead,6393106875,BANRURAL,Monetaria en Q,7237,2020-05-22 10:39:44,debito
Alfie,Castellaccio,2344960856,BAM,Monetaria en Q,Inga,Cromleholme,3179095431,BAM,Ahorro,3597,2020-03-03 01:44:27,debito
Alfie,Castellaccio,2344960856,G&T,Monetaria en $,Hali,Peebles,1909436437,Promerica,Monetaria en $,5131,2021-03-12 02:11:55,debito
Alfie,Castellaccio,2344960856,BANRURAL,Monetaria en $,Ddene,Tant,2293083373,BI,Ahorro,7846,2020-03-19 02:20:28,debito
Alfie,Castellaccio,2344960856,G&T,Monetaria en $,Inga,Cromleholme,3179095431,BI,Ahorro,8776,2020-02-08 18:37:51,debito
Alfie,Castellaccio,2344960856,BAM,Monetaria en Q,Deni,Tarn,6467582497,BANRURAL,Monetaria en $,8855,2021-02-20 05:31:37,debito
Alfie,Castellaccio,2344960856,BANRURAL,Monetaria en $,Maggee,Shergold,6816494733,Promerica,Ahorro,3414,2020-09-15 12:39:36,debito
Alfie,Castellaccio,2344960856,BANRURAL,Monetaria en Q,Alfie,Castellaccio,2344960856,BAM,Monetaria en Q,9454,2020-10-30 04:55:46,debito
Alfie,Castellaccio,2344960856,BANRURAL,Ahorro,Ty,Kittow,1976810418,G&T,Monetaria en $,554,2021-03-08 21:54:12,debito
Antonetta,Bowler,4380702766,BANRURAL,Ahorro,Henriette,Stag,5203620156,BANRURAL,Monetaria en $,7882,2020-06-21 01:07:26,debito
Antonetta,Bowler,4380702766,BAM,Monetaria en $,Devin,Sheere,2286509069,BAM,Ahorro,8384,2021-01-08 15:59:43,debito
Antonetta,Bowler,4380702766,BANRURAL,Ahorro,Abigale,Crann,1187255777,BAM,Monetaria en $,5803,2020-01-22 05:00:04,debito
Antonetta,Bowler,4380702766,BAM,Monetaria en $,Koressa,Knowler,7737952055,Promerica,Ahorro,5169,2020-08-26 15:48:59,debito
Antonetta,Bowler,4380702766,BANRURAL,Ahorro,Maressa,Delgadillo,3899636643,BI,Ahorro,6534,2021-03-04 06:06:09,debito
Antonetta,Bowler,4380702766,BAM,Monetaria en $,Arron,Dalziel,4113842388,BANRURAL,Monetaria en $,4190,2020-10-10 23:49:52,debito
Antonetta,Bowler,4380702766,BAM,Monetaria en $,Ulla,Balloch,3278286464,Promerica,Monetaria en Q,6751,2020-08-15 05:58:07,debito
Antonetta,Bowler,4380702766,BAM,Monetaria en $,Hali,Peebles,1909436437,Promerica,Monetaria en $,912,2021-03-02 04:24:26,debito
Ardys,Cave,3418211453,Promerica,Ahorro,Leonid,Berrey,9488599294,Promerica,Monetaria en $,6454,2020-10-01 20:17:30,debito
Ardys,Cave,3418211453,Promerica,Ahorro,Joelynn,De Gregoli,9835876975,Promerica,Ahorro,6311,2021-03-27 20:25:40,debito
Arleta,Umbert,1805028979,BANRURAL,Ahorro,Sunny,Alvin,6456388384,Promerica,Monetaria en $,8361,2020-09-01 08:38:28,debito
Arleta,Umbert,1805028979,G&T,Monetaria en Q,Antonetta,Bowler,4380702766,BAM,Monetaria en $,4667,2020-11-10 04:21:22,debito
Arleta,Umbert,1805028979,G&T,Monetaria en Q,Daffy,Marages,2720935689,Promerica,Monetaria en Q,3913,2020-08-16 21:45:37,debito
Arleta,Umbert,1805028979,G&T,Monetaria en Q,Cherry,Youtead,6393106875,Promerica,Ahorro,4177,2020-10-01 07:29:35,debito
Arleta,Umbert,1805028979,G&T,Monetaria en Q,Deni,Tarn,6467582497,G&T,Monetaria en Q,1126,2020-05-31 04:56:42,debito
Arleta,Umbert,1805028979,BI,Monetaria en $,Vassili,Drowsfield,3345353652,BAM,Monetaria en Q,8206,2020-05-14 09:31:09,debito
Arleta,Umbert,1805028979,BI,Monetaria en $,Caryn,Kirkham,1581008589,BAM,Ahorro,6840,2020-11-23 03:33:10,debito
Arleta,Umbert,1805028979,G&T,Monetaria en Q,Bobbette,Dutton,930849132,BI,Ahorro,3974,2021-01-10 03:44:24,debito
Arleta,Umbert,1805028979,G&T,Monetaria en Q,Renard,Pelchat,8373980261,Promerica,Ahorro,7983,2020-07-13 14:11:57,debito
Arleta,Umbert,1805028979,BANRURAL,Ahorro,Colas,Feek,440057779,BAM,Monetaria en $,4132,2021-02-05 11:04:35,debito
Arlin,Bruckner,7819264039,Promerica,Monetaria en Q,Hali,Peebles,1909436437,Promerica,Monetaria en $,874,2020-01-07 20:22:56,debito
Arlin,Bruckner,7819264039,BANRURAL,Monetaria en Q,Elnore,Foy,6154977174,BAM,Ahorro,9094,2020-01-10 06:38:40,debito
Arlin,Bruckner,7819264039,Promerica,Monetaria en Q,Luelle,Barenskie,8068530312,G&T,Monetaria en Q,5410,2020-03-04 16:19:27,debito
Arlin,Bruckner,7819264039,BANRURAL,Monetaria en Q,Bobbette,Dutton,930849132,Promerica,Ahorro,1194,2020-04-04 21:15:26,debito
Arlin,Bruckner,7819264039,Promerica,Ahorro,Ulla,Balloch,3278286464,Promerica,Monetaria en Q,4126,2020-02-10 10:58:49,debito
Arlin,Bruckner,7819264039,Promerica,Monetaria en Q,Lauralee,Britnell,8712012858,BI,Monetaria en Q,7960,2020-06-13 04:43:44,debito
Arlin,Bruckner,7819264039,Promerica,Monetaria en Q,Janith,Metheringham,6172401947,BI,Monetaria en $,9601,2020-10-29 23:07:46,debito
Arlin,Bruckner,7819264039,Promerica,Ahorro,Neill,Esser,7964176803,BI,Monetaria en Q,6287,2020-01-24 00:26:51,debito
Arron,Dalziel,4113842388,G&T,Monetaria en Q,Vonny,Westall,2354138652,G&T,Ahorro,5927,2020-02-28 14:06:19,debito
Arron,Dalziel,4113842388,G&T,Monetaria en Q,Morgun,Coots,6920115220,Promerica,Monetaria en $,1251,2020-05-03 05:45:29,debito
Arron,Dalziel,4113842388,G&T,Monetaria en Q,Colas,Feek,440057779,G&T,Monetaria en $,663,2020-12-24 08:13:33,debito
Arron,Dalziel,4113842388,BANRURAL,Monetaria en $,Leann,Buncher,7589827045,BI,Monetaria en $,7594,2021-03-01 09:20:12,debito
Arron,Dalziel,4113842388,BANRURAL,Monetaria en $,Jeanne,Ciottoi,3199681735,BI,Monetaria en Q,3125,2020-02-16 01:17:05,debito
Bobbette,Dutton,930849132,G&T,Monetaria en $,Manuel,Gouldstone,2293547442,G&T,Ahorro,8722,2020-11-06 23:35:34,debito
Bobbette,Dutton,930849132,BI,Ahorro,Tina,De Beauchemp,6668839878,BANRURAL,Monetaria en $,3872,2020-02-04 23:55:48,debito
Bobbette,Dutton,930849132,Promerica,Ahorro,Maressa,Delgadillo,3899636643,BI,Ahorro,1497,2021-02-10 13:15:28,debito
Bobbette,Dutton,930849132,BI,Ahorro,Vonny,Westall,2354138652,G&T,Monetaria en Q,1716,2020-11-09 10:17:07,debito
Bobbette,Dutton,930849132,Promerica,Ahorro,Riva,Gaven,2897073799,G&T,Monetaria en Q,796,2020-12-31 12:01:30,debito
Bobbette,Dutton,930849132,Promerica,Ahorro,Corliss,McCord,5563911438,BAM,Monetaria en $,5412,2020-12-14 04:58:42,debito
Boote,Pina,208181717,BI,Monetaria en Q,Abigale,Crann,1187255777,BAM,Monetaria en $,3248,2020-05-07 03:49:46,debito
Boote,Pina,208181717,BI,Monetaria en Q,Jeanie,Badman,2320648240,G&T,Monetaria en Q,9708,2020-01-05 06:23:00,debito
Burgess,Goudy,7154849568,Promerica,Ahorro,Henriette,Stag,5203620156,BANRURAL,Monetaria en $,4579,2020-05-25 02:22:35,debito
Burgess,Goudy,7154849568,Promerica,Ahorro,Arlin,Bruckner,7819264039,BANRURAL,Monetaria en $,5068,2020-12-06 22:54:21,debito
Burgess,Goudy,7154849568,Promerica,Ahorro,Koressa,Knowler,7737952055,BI,Monetaria en $,4208,2021-02-26 05:45:24,debito
Burgess,Goudy,7154849568,Promerica,Ahorro,Nelia,Hathway,1962610551,BI,Monetaria en Q,2079,2020-07-26 08:36:42,debito
Carmita,Hiscoke,8640571546,BAM,Monetaria en Q,Riva,Gaven,2897073799,G&T,Monetaria en Q,3961,2020-05-10 19:27:35,debito
Carmita,Hiscoke,8640571546,BAM,Monetaria en Q,Alexander,Amor,7361225500,Promerica,Ahorro,8493,2020-08-01 10:48:11,debito
Carmita,Hiscoke,8640571546,BAM,Monetaria en Q,Esme,Seifenmacher,7341877243,Promerica,Monetaria en Q,3171,2020-07-14 09:56:02,debito
Caryn,Kirkham,1581008589,BAM,Ahorro,Daffy,Marages,2720935689,G&T,Monetaria en Q,1458,2020-03-12 09:45:11,debito
Caryn,Kirkham,1581008589,BAM,Ahorro,Nelia,Hathway,1962610551,G&T,Monetaria en Q,7202,2020-09-01 15:56:40,debito
Caryn,Kirkham,1581008589,Promerica,Monetaria en $,Tripp,Ingree,3888897025,BAM,Ahorro,9741,2020-07-12 12:03:16,debito
Cherise,Pluvier,9622621546,BI,Ahorro,Deni,Tarn,6467582497,BAM,Monetaria en Q,5451,2020-08-08 15:41:18,debito
Cherise,Pluvier,9622621546,BI,Ahorro,Janith,Metheringham,6172401947,BI,Monetaria en $,5710,2020-12-22 04:34:19,debito
Cherise,Pluvier,9622621546,BI,Ahorro,Ty,Kittow,1976810418,G&T,Monetaria en $,8364,2020-07-02 10:52:53,debito
Cherry,Youtead,6393106875,BANRURAL,Monetaria en Q,Hali,Peebles,1909436437,BANRURAL,Ahorro,8817,2021-01-25 15:05:45,debito
Cherry,Youtead,6393106875,G&T,Monetaria en Q,Koressa,Knowler,7737952055,G&T,Monetaria en $,9423,2020-10-24 10:35:45,debito
Cherry,Youtead,6393106875,BANRURAL,Monetaria en Q,Leann,Buncher,7589827045,BI,Monetaria en $,2862,2021-03-27 21:57:11,debito
Cherry,Youtead,6393106875,G&T,Monetaria en Q,Nelia,Hathway,1962610551,BI,Monetaria en $,699,2020-11-24 14:51:35,debito
Cherry,Youtead,6393106875,Promerica,Ahorro,Collie,Leatherland,3334586502,G&T,Monetaria en Q,9718,2020-01-17 17:50:59,debito
Cherry,Youtead,6393106875,Promerica,Ahorro,Hieronymus,Penn,3070506224,BANRURAL,Monetaria en $,1328,2020-06-24 14:57:56,debito
Cherry,Youtead,6393106875,G&T,Monetaria en Q,Chrissy,Fells,1432225464,BI,Monetaria en $,4183,2021-01-03 20:45:45,debito
Cherry,Youtead,6393106875,Promerica,Ahorro,Alfie,Castellaccio,2344960856,BAM,Monetaria en Q,9456,2020-03-22 23:16:44,debito
Cherry,Youtead,6393106875,Promerica,Ahorro,Henriette,Stag,5203620156,BANRURAL,Monetaria en $,5410,2020-10-09 23:36:35,debito
Cherry,Youtead,6393106875,G&T,Monetaria en Q,Henriette,Stag,5203620156,BANRURAL,Monetaria en $,9401,2020-12-31 13:25:38,debito
Cherry,Youtead,6393106875,Promerica,Ahorro,Horatia,Brumpton,1653130695,G&T,Ahorro,507,2020-01-06 22:07:43,debito
Chrissy,Fells,1432225464,G&T,Ahorro,Alfie,Castellaccio,2344960856,BANRURAL,Monetaria en $,7349,2020-10-22 15:12:29,debito
Chrissy,Fells,1432225464,BI,Monetaria en $,Sax,Stephenson,4640351089,BAM,Ahorro,9661,2021-03-26 15:05:28,debito
Colas,Feek,440057779,G&T,Monetaria en $,Puff,Huerta,4474118367,BANRURAL,Monetaria en Q,6342,2020-02-16 20:54:17,debito
Colas,Feek,440057779,BAM,Monetaria en $,Arleta,Umbert,1805028979,G&T,Monetaria en Q,7825,2020-08-09 01:12:56,debito
Colas,Feek,440057779,BI,Monetaria en $,Arlin,Bruckner,7819264039,Promerica,Ahorro,8166,2021-03-01 07:17:57,debito
Colas,Feek,440057779,BI,Monetaria en $,Joellen,Rickell,677914504,BI,Monetaria en Q,3974,2020-10-16 22:35:46,debito
Colas,Feek,440057779,G&T,Monetaria en $,Jarid,McEniry,7858016997,BANRURAL,Ahorro,8184,2021-03-03 20:48:56,debito
Colas,Feek,440057779,BI,Monetaria en $,Maggee,Shergold,6816494733,BI,Monetaria en Q,5794,2021-02-02 05:57:45,debito
Colas,Feek,440057779,BAM,Monetaria en $,Antonetta,Bowler,4380702766,BAM,Monetaria en $,4091,2020-02-23 04:15:12,debito
Collie,Leatherland,3334586502,BI,Monetaria en Q,Elnore,Foy,6154977174,BANRURAL,Ahorro,9464,2020-10-16 11:48:10,debito
Collie,Leatherland,3334586502,BI,Monetaria en Q,Antonetta,Bowler,4380702766,BAM,Monetaria en $,9661,2020-11-05 02:26:23,debito
Collie,Leatherland,3334586502,BI,Monetaria en Q,Margo,Aspinall,8574878405,BI,Monetaria en $,3739,2020-08-12 06:08:19,debito
Collie,Leatherland,3334586502,Promerica,Ahorro,Vassili,Drowsfield,3345353652,BAM,Monetaria en Q,5184,2020-06-13 10:31:32,debito
Collie,Leatherland,3334586502,BI,Monetaria en Q,Gracia,Burchill,5981356200,Promerica,Monetaria en $,9965,2020-07-22 17:46:10,debito
Collie,Leatherland,3334586502,Promerica,Ahorro,Arleta,Umbert,1805028979,G&T,Monetaria en Q,841,2020-02-14 14:46:10,debito
Collie,Leatherland,3334586502,Promerica,Ahorro,Dale,Goslin,4243293546,G&T,Ahorro,388,2021-03-25 00:58:29,debito
Collie,Leatherland,3334586502,BI,Monetaria en Q,Konstanze,Blood,7873382966,Promerica,Monetaria en Q,7221,2020-10-19 08:50:21,debito
Collie,Leatherland,3334586502,Promerica,Ahorro,Morgun,Coots,6920115220,G&T,Monetaria en $,9145,2021-04-13 23:54:19,debito
Corliss,McCord,5563911438,BAM,Monetaria en $,Jolie,Tollfree,4105124471,G&T,Monetaria en $,6767,2020-12-14 10:03:25,debito
Corliss,McCord,5563911438,BAM,Monetaria en $,Zack,Stainton - Skinn,5413394497,Promerica,Monetaria en Q,4224,2020-03-13 12:45:57,debito
Corliss,McCord,5563911438,Promerica,Monetaria en $,Antonetta,Bowler,4380702766,BANRURAL,Ahorro,2174,2021-02-04 04:40:14,debito
Corliss,McCord,5563911438,BAM,Monetaria en $,Boote,Pina,208181717,BI,Monetaria en Q,1875,2020-01-16 06:16:41,debito
Cully,Matyugin,7652775906,Promerica,Monetaria en Q,Maggee,Shergold,6816494733,Promerica,Ahorro,2688,2020-03-29 17:59:17,debito
Cully,Matyugin,7652775906,BANRURAL,Monetaria en Q,Jeanie,Badman,2320648240,BAM,Ahorro,9426,2020-07-30 18:48:34,debito
Cully,Matyugin,7652775906,Promerica,Monetaria en Q,Lauralee,Britnell,8712012858,BI,Monetaria en Q,8950,2020-06-25 11:41:23,debito
Cully,Matyugin,7652775906,BI,Monetaria en Q,Sascha,Kennedy,4464029000,G&T,Monetaria en $,3301,2020-07-28 12:50:33,debito
Cully,Matyugin,7652775906,Promerica,Monetaria en Q,Chrissy,Fells,1432225464,BI,Monetaria en $,4079,2020-01-11 15:55:02,debito
Cully,Matyugin,7652775906,BI,Monetaria en Q,Cully,Matyugin,7652775906,Promerica,Monetaria en Q,7188,2021-04-01 17:20:07,debito
Daffy,Marages,2720935689,Promerica,Monetaria en Q,Maggee,Shergold,6816494733,Promerica,Monetaria en Q,151,2020-05-05 11:21:52,debito
Daffy,Marages,2720935689,G&T,Monetaria en Q,Ardys,Cave,3418211453,Promerica,Ahorro,9387,2020-10-07 05:47:21,debito
Daffy,Marages,2720935689,Promerica,Monetaria en Q,Maggee,Shergold,6816494733,Promerica,Ahorro,739,2021-04-02 15:11:57,debito
Daffy,Marages,2720935689,Promerica,Monetaria en Q,Stormy,Mathieu,1952883946,BAM,Ahorro,2652,2021-03-14 23:26:41,debito
Daffy,Marages,2720935689,G&T,Monetaria en Q,Raff,Meah,3693967563,BI,Ahorro,5017,2020-09-16 23:38:39,debito
Dahlia,Greiser,6310900986,BI,Monetaria en $,Chrissy,Fells,1432225464,G&T,Ahorro,1311,2020-02-29 11:47:20,debito
Dahlia,Greiser,6310900986,BI,Monetaria en $,Colas,Feek,440057779,BAM,Monetaria en $,3484,2020-08-16 04:30:40,debito
Dale,Goslin,4243293546,Promerica,Ahorro,Dale,Goslin,4243293546,G&T,Ahorro,7611,2020-05-19 14:00:36,debito
Dale,Goslin,4243293546,G&T,Ahorro,Abigale,Crann,1187255777,BI,Ahorro,7680,2020-10-09 07:41:14,debito
Dale,Goslin,4243293546,G&T,Ahorro,Collie,Leatherland,3334586502,BI,Monetaria en Q,336,2020-07-11 08:14:48,debito
Dale,Goslin,4243293546,G&T,Ahorro,Elnore,Foy,6154977174,BANRURAL,Ahorro,4424,2020-08-04 04:27:03,debito
Dale,Goslin,4243293546,G&T,Ahorro,Margo,Aspinall,8574878405,BANRURAL,Monetaria en $,7542,2020-05-30 09:10:03,debito
Dale,Goslin,4243293546,Promerica,Ahorro,Chrissy,Fells,1432225464,G&T,Ahorro,6610,2020-04-28 03:37:20,debito
Ddene,Tant,2293083373,BI,Ahorro,Vassili,Drowsfield,3345353652,BAM,Monetaria en Q,4743,2020-03-16 11:40:19,debito
Ddene,Tant,2293083373,BANRURAL,Monetaria en $,Vassili,Drowsfield,3345353652,G&T,Monetaria en $,566,2020-02-02 22:31:28,debito
Ddene,Tant,2293083373,BANRURAL,Monetaria en $,Javier,Theodore,1485345081,BI,Monetaria en $,8856,2020-08-22 20:00:30,debito
Ddene,Tant,2293083373,BI,Ahorro,Jolie,Tollfree,4105124471,G&T,Monetaria en $,516,2020-11-30 15:03:57,debito
Deni,Tarn,6467582497,BANRURAL,Monetaria en $,Giordano,Rimington,270162925,BI,Ahorro,4426,2020-02-25 09:08:29,debito
Deni,Tarn,6467582497,BAM,Monetaria en Q,Tina,De Beauchemp,6668839878,BI,Ahorro,8120,2020-02-09 20:34:38,debito
Deni,Tarn,6467582497,Promerica,Monetaria en $,Reinwald,Raphael,3808552263,BI,Monetaria en Q,313,2020-11-02 09:12:58,debito
Deni,Tarn,6467582497,G&T,Monetaria en $,Esme,Seifenmacher,7341877243,BI,Ahorro,3888,2020-05-03 10:35:12,debito
Deni,Tarn,6467582497,BANRURAL,Monetaria en $,Morgun,Coots,6920115220,Promerica,Monetaria en $,3200,2020-07-06 16:22:06,debito
Deni,Tarn,6467582497,G&T,Monetaria en Q,Hali,Peebles,1909436437,BANRURAL,Ahorro,7344,2020-04-06 01:40:37,debito
Deni,Tarn,6467582497,G&T,Monetaria en Q,Daffy,Marages,2720935689,Promerica,Monetaria en Q,8263,2020-07-18 20:52:13,debito
Deni,Tarn,6467582497,Promerica,Monetaria en $,Dahlia,Greiser,6310900986,BI,Monetaria en $,6989,2020-08-02 01:56:01,debito
Deni,Tarn,6467582497,G&T,Monetaria en Q,Collie,Leatherland,3334586502,BI,Monetaria en Q,2878,2020-11-23 10:58:44,debito
Deni,Tarn,6467582497,Promerica,Monetaria en $,Horatia,Brumpton,1653130695,G&T,Ahorro,9087,2020-08-08 08:28:31,debito
Deni,Tarn,6467582497,Promerica,Monetaria en $,Alfie,Castellaccio,2344960856,BANRURAL,Monetaria en Q,1034,2020-11-09 07:38:00,debito
Deni,Tarn,6467582497,BANRURAL,Monetaria en $,Hali,Peebles,1909436437,BANRURAL,Ahorro,1922,2021-03-27 00:51:35,debito
Deni,Tarn,6467582497,BANRURAL,Monetaria en $,Phaidra,Thornthwaite,7422400781,BANRURAL,Monetaria en Q,8570,2020-09-21 17:05:21,debito
Deni,Tarn,6467582497,Promerica,Monetaria en $,Bobbette,Dutton,930849132,Promerica,Ahorro,3577,2021-01-20 07:03:57,debito
Deni,Tarn,6467582497,BANRURAL,Monetaria en $,Giordano,Rimington,270162925,G&T,Monetaria en $,6864,2020-11-13 20:51:25,debito
Deni,Tarn,6467582497,G&T,Monetaria en Q,Bobbette,Dutton,930849132,G&T,Monetaria en $,2517,2020-03-11 12:03:19,debito
Deni,Tarn,6467582497,Promerica,Monetaria en $,Willie,Brahan,3601075148,Promerica,Monetaria en $,2585,2020-08-10 17:54:00,debito
Deni,Tarn,6467582497,G&T,Monetaria en Q,Ulla,Balloch,3278286464,Promerica,Monetaria en Q,7035,2021-02-17 17:52:15,debito
Devin,Sheere,2286509069,BI,Monetaria en Q,Raff,Meah,3693967563,G&T,Monetaria en $,6039,2020-08-24 20:32:36,debito
Devin,Sheere,2286509069,BI,Monetaria en Q,Sunny,Alvin,6456388384,BAM,Monetaria en $,7262,2020-05-14 16:41:13,debito
Devin,Sheere,2286509069,BAM,Ahorro,Caryn,Kirkham,1581008589,BAM,Ahorro,5077,2020-03-08 16:22:37,debito
Devin,Sheere,2286509069,BI,Monetaria en Q,Arleta,Umbert,1805028979,G&T,Monetaria en Q,3027,2021-03-07 20:10:53,debito
Devin,Sheere,2286509069,BI,Monetaria en Q,Janith,Metheringham,6172401947,BI,Monetaria en $,6406,2021-02-19 20:31:00,debito
Devin,Sheere,2286509069,G&T,Monetaria en Q,Kizzie,Pettman,6981272008,BI,Ahorro,6380,2021-03-30 22:10:37,debito
Donielle,Duckham,4348903484,BANRURAL,Monetaria en Q,Alfie,Castellaccio,2344960856,BANRURAL,Monetaria en Q,7091,2021-02-18 10:47:50,debito
Donielle,Duckham,4348903484,BANRURAL,Monetaria en Q,Raff,Meah,3693967563,G&T,Monetaria en $,5474,2020-02-10 09:53:55,debito
Elnore,Foy,6154977174,BAM,Ahorro,Timmi,Hovie,5618537931,G&T,Ahorro,4790,2021-03-02 05:59:42,debito
Elnore,Foy,6154977174,BAM,Ahorro,Deni,Tarn,6467582497,Promerica,Monetaria en $,5058,2020-01-03 00:03:58,debito
Elnore,Foy,6154977174,BAM,Ahorro,Phaidra,Thornthwaite,7422400781,BANRURAL,Monetaria en Q,4431,2020-01-16 18:23:25,debito
Esme,Seifenmacher,7341877243,BI,Monetaria en $,Willie,Brahan,3601075148,Promerica,Monetaria en $,7028,2020-11-21 12:37:03,debito
Esme,Seifenmacher,7341877243,Promerica,Monetaria en Q,Gearard,Laye,9158606432,BANRURAL,Monetaria en $,3953,2020-03-29 06:39:52,debito
Esme,Seifenmacher,7341877243,Promerica,Monetaria en Q,Joelynn,De Gregoli,9835876975,Promerica,Ahorro,3391,2021-04-12 04:59:08,debito
Esme,Seifenmacher,7341877243,BI,Monetaria en $,Arleta,Umbert,1805028979,BI,Monetaria en $,7160,2021-01-15 07:58:09,debito
Esme,Seifenmacher,7341877243,BI,Ahorro,Jeanne,Ciottoi,3199681735,BI,Monetaria en Q,279,2020-09-19 13:16:12,debito
Esme,Seifenmacher,7341877243,BI,Ahorro,Arron,Dalziel,4113842388,BANRURAL,Monetaria en $,5375,2020-01-07 22:50:20,debito
Esme,Seifenmacher,7341877243,Promerica,Monetaria en Q,Willie,Brahan,3601075148,G&T,Monetaria en $,9273,2020-10-24 15:29:25,debito
Gearard,Laye,9158606432,BANRURAL,Monetaria en $,Konstanze,Blood,7873382966,BAM,Monetaria en $,2523,2020-08-30 12:56:49,debito
Gearard,Laye,9158606432,BANRURAL,Monetaria en $,Horatia,Brumpton,1653130695,G&T,Ahorro,6483,2020-02-04 23:52:12,debito
Giordano,Rimington,270162925,G&T,Monetaria en $,Colas,Feek,440057779,G&T,Monetaria en $,1043,2020-01-06 12:52:42,debito
Giordano,Rimington,270162925,BANRURAL,Ahorro,Antonetta,Bowler,4380702766,BANRURAL,Ahorro,9281,2020-12-25 06:47:45,debito
Giordano,Rimington,270162925,BI,Ahorro,Cherry,Youtead,6393106875,G&T,Monetaria en Q,506,2020-05-17 17:09:15,debito
Giordano,Rimington,270162925,G&T,Monetaria en $,Raff,Meah,3693967563,G&T,Monetaria en $,4225,2021-02-06 18:35:19,debito
Giordano,Rimington,270162925,BI,Ahorro,Collie,Leatherland,3334586502,G&T,Monetaria en Q,8264,2020-10-05 09:43:22,debito
Giordano,Rimington,270162925,BANRURAL,Ahorro,Joelynn,De Gregoli,9835876975,Promerica,Ahorro,9825,2021-04-11 12:09:02,debito
Giordano,Rimington,270162925,G&T,Monetaria en $,Koressa,Knowler,7737952055,Promerica,Ahorro,5223,2021-02-26 16:07:46,debito
Giordano,Rimington,270162925,G&T,Monetaria en $,Colas,Feek,440057779,G&T,Monetaria en $,4420,2020-10-16 20:25:58,debito
Giordano,Rimington,270162925,BI,Ahorro,Henriette,Stag,5203620156,BANRURAL,Monetaria en $,2356,2020-10-19 01:10:43,debito
Gracia,Burchill,5981356200,Promerica,Monetaria en $,Horatia,Brumpton,1653130695,G&T,Ahorro,2781,2021-03-12 06:13:37,debito
Gracia,Burchill,5981356200,BANRURAL,Monetaria en $,Phaidra,Thornthwaite,7422400781,BANRURAL,Monetaria en Q,3119,2020-10-08 13:53:05,debito
Gracia,Burchill,5981356200,Promerica,Monetaria en $,Konstanze,Blood,7873382966,BAM,Monetaria en $,6518,2020-12-09 10:15:04,debito
Gracia,Burchill,5981356200,BANRURAL,Monetaria en $,Sax,Stephenson,4640351089,BAM,Ahorro,800,2021-02-02 12:02:51,debito
